PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x140711e4e (file offset 0x71144e) === 
  0x140711cbe  mov [rsp+0x30], eax 
  0x1418d684c  int3
  0x1418d684d  int3
  0x1418d684e  int3
  0x1418d684f  int3
  0x1418d6850  mov [rsp+0x20], rbx
  0x1418d6855  push rdi
  0x1418d6856  push r14
  0x1418d6858  push r15
  0x1418d685a  sub rsp, 0x40
  0x1418d685e  cmp dword ptr [rdx+0x08], 0x01
  0x1418d6862  mov rbx, rdx
  0x1418d6865  mov r14, rcx
  0x1418d6868  jl 0x00000001418D69DA
  0x1418d686e  mov rdi, [rcx+0x20]
  0x1418d6872  test rdi, rdi
  0x1418d6875  jz 0x00000001418D69DA
  0x1418d687b  call 0x0000000142685AE0 <== XREF HERE
  0x1418d6880  mov rdx, rax
  0x1418d6883  mov rcx, rdi
  0x1418d6886  call 0x0000000142D02DB0
  0x1418d688b  test rax, rax
  0x1418d688e  jz 0x00000001418D69DA
  0x1418d6894  mov rdx, [rax]
  0x1418d6897  mov rcx, rax
  0x1418d689a  call [rdx+0x08]
  0x1418d689d  mov r15, rax
  0x1418d68a0  call 0x00000001446AE400
  0x1418d68a5  mov rcx, [r15+0x10]
  0x1418d68a9  add rax, 0x30
  0x1418d68ad  movsxd rdx, dword ptr [rax+0x08]
  0x1418d68b1  cmp edx, [rcx+0x38]
  0x1418d68b4  jnle 0x00000001418D69DA
  0x1418d68ba  mov rcx, [rcx+0x30]
  0x1418d68be  cmp [rcx+rdx*8], rax
  0x1418d68c2  jnz 0x00000001418D69DA
  0x1418d68c8  mov rdi, [rbx]
  0x1418d68cb  mov [rsp+0x60], rbp
  0x1418d68d0  xor ebp, ebp
  0x1418d68d2  mov [rsp+0x68], rsi
  0x1418d68d7  mov edx, ebp
  0x1418d68d9  movsxd rsi, dword ptr [rbx+0x08]
  0x1418d68dd  mov ecx, ebp
  0x1418d68df  shl rsi, 0x04
  0x1418d68e3  add rsi, rdi
  0x1418d68e6  mov [rsp+0x20], rbp
  0x1418d68eb  mov [rsp+0x28], edx
  0x1418d68ef  mov [rsp+0x2C], ecx
  0x1418d68f3  cmp rdi, rsi
  0x1418d68f6  jz 0x00000001418D6973
  0x1418d68f8  mov [rsp+0x70], r12
  0x1418d68fd  lea r12d, [rbp+0x20]
  0x1418d6901  lea ebx, [rdx-0x01]
  0x1418d6904  test edx, edx
  0x1418d6906  jnle 0x00000001418D690A
  0x1418d6908  mov ebx, ebp
  0x1418d690a  test edx, edx
  0x1418d690c  mov eax, ebp
  0x1418d690e  setle al
  0x1418d6911  inc eax
  0x1418d6913  add eax, edx
  0x1418d6915  mov [rsp+0x28], eax
  0x1418d6919  cmp eax, ecx
  0x1418d691b  jle 0x00000001418D6927
  0x1418d691d  lea rcx, [rsp+0x20]
  0x1418d6922  call 0x0000000140918E20
  0x1418d6927  mov rax, [rsp+0x20]
  0x1418d692c  movsxd rcx, ebx
  0x1418d692f  mov [rax+rcx*2], r12w
  0x1418d6934  mov rax, [rsp+0x20]
  0x1418d6939  movsxd rcx, ebx
  0x1418d693c  mov [rax+rcx*2+0x02], bp
  0x1418d6941  lea rcx, [rsp+0x20]
  0x1418d6946  mov eax, [rdi+0x08]
  0x1418d6949  test eax, eax
  0x1418d694b  mov rdx, [rdi]
  0x1418d694e  lea r8d, [rax-0x01]
  0x1418d6952  cmovz r8d, ebp
  0x1418d6956  call 0x00000001429A9970
  0x1418d695b  add rdi, 0x10
  0x1418d695f  cmp rdi, rsi
  0x1418d6962  jz 0x00000001418D696E
  0x1418d6964  mov ecx, [rsp+0x2C]
  0x1418d6968  mov edx, [rsp+0x28]
  0x1418d696c  jmp 0x00000001418D6901
  0x1418d696e  mov r12, [rsp+0x70]
  0x1418d6973  mov rax, [r15]
  0x1418d6976  lea r8, [rsp+0x20]
  0x1418d697b  mov rbx, [r14]
  0x1418d697e  lea rdx, [rsp+0x30]
  0x1418d6983  mov r9b, 0x01
  0x1418d6986  mov rcx, r15
  0x1418d6989  call [rax+0xC58]
  0x1418d698f  xor r9d, r9d
  0x1418d6992  mov r8b, 0x01
  0x1418d6995  mov rdx, rax
  0x1418d6998  mov rcx, r14
  0x1418d699b  call [rbx+0x290]
  0x1418d69a1  mov rcx, [rsp+0x30]
  0x1418d69a6  mov rsi, [rsp+0x68]
  0x1418d69ab  mov rbp, [rsp+0x60]
  0x1418d69b0  test rcx, rcx
  0x1418d69b3  jz 0x00000001418D69BA
  0x1418d69b5  call 0x0000000142A0D370
  0x1418d69ba  mov rcx, [rsp+0x20]
  0x1418d69bf  test rcx, rcx
  0x1418d69c2  jz 0x00000001418D69C9
  0x1418d69c4  call 0x0000000142A0D370
  0x1418d69c9  mov al, 0x01
  0x1418d69cb  mov rbx, [rsp+0x78]
  0x1418d69d0  add rsp, 0x40
  0x1418d69d4  pop r15
  0x1418d69d6  pop r14
  0x1418d69d8  pop rdi
  0x1418d69d9  ret
  0x1418d69da  mov rbx, [rsp+0x78]
  0x1418d69df  xor al, al
  0x1418d69e1  add rsp, 0x40
  0x1418d69e5  pop r15
  0x1418d69e7  pop r14
  0x1418d69e9  pop rdi
  0x1418d69ea  ret
  0x1418d69eb  int3
  0x1418d69ec  int3
  0x1418d69ed  int3
  0x1418d69ee  int3
  0x1418d69ef  int3
  0x1418d69f0  mov [rsp+0x08], rbx
  0x1418d69f5  mov [rsp+0x10], rsi
  0x1418d69fa  push rdi
  0x1418d69fb  sub rsp, 0x40
  0x1418d69ff  mov dl, 0x01
  0x1418d6a01  mov rbx, rcx
  0x1418d6a04  call 0x00000001422A38D0
  0x1418d6a09  mov rsi, rax
  0x1418d6a0c  test rax, rax
  0x1418d6a0f  jz 0x00000001418D6B06
  0x1418d6a15  mov rdi, [rbx+0x20]
  0x1418d6a19  test rdi, rdi
  0x1418d6a1c  jz 0x00000001418D6B06
  0x1418d6a22  call 0x0000000142685AE0
  0x1418d6a27  mov rdx, rax
  0x1418d6a2a  mov rcx, rdi
  0x1418d6a2d  call 0x0000000142D02DB0
  0x1418d6a32  test rax, rax
  0x1418d6a35  jz 0x00000001418D6B06
  0x1418d6a3b  mov rdx, [rax]
  0x1418d6a3e  mov rcx, rax
  0x1418d6a41  call [rdx+0x08]
  0x1418d6a44  mov rdi, rax
  0x1418d6a47  call 0x00000001426F0720
  0x1418d6a4c  mov rcx, [rdi+0x10]
  0x1418d6a50  add rax, 0x30
  0x1418d6a54  movsxd rdx, dword ptr [rax+0x08]
  0x1418d6a58  cmp edx, [rcx+0x38]
  0x1418d6a5b  jnle 0x00000001418D6B06
  0x1418d6a61  mov rcx, [rcx+0x30]
  0x1418d6a65  cmp [rcx+rdx*8], rax
  0x1418d6a69  jnz 0x00000001418D6B06
  0x1418d6a6f  mov rcx, rdi
  0x1418d6a72  call 0x0000000141A4D640
  0x1418d6a77  test rax, rax
  0x1418d6a7a  jz 0x00000001418D6B06
  0x1418d6a80  cmp byte ptr [rsi+0xF0], 0x03
  0x1418d6a87  jnz 0x00000001418D6AF4
  0x1418d6a89  lea r8, [rsp+0x60]
  0x1418d6a8e  mov rcx, rsi
  0x1418d6a91  lea rdx, [rsp+0x20]
  0x1418d6a96  call 0x00000001422975D0
  0x1418d6a9b  cmp dword ptr [rsp+0x28], 0x00
  0x1418d6aa0  lea r8, [0x000000014518FE40]
  0x1418d6aa7  lea rdx, [0x0000000145957080]
  0x1418d6aae  cmovnz r8, [rsp+0x20]
  0x1418d6ab4  lea rcx, [rsp+0x30]
  0x1418d6ab9  call 0x00000001429B88B0
  0x1418d6abe  mov rax, [rbx]
  0x1418d6ac1  lea rdx, [rsp+0x30]
  0x1418d6ac6  mov r9b, 0x01
  0x1418d6ac9  mov rcx, rbx
  0x1418d6acc  movzx r8d, r9b
  <decode failed at file offset 0x18d60d0>
  0x1418d6ad1  nop
  0x1418d6ad2  nop

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418d6a22 (file offset 0x18d6022) ===
  0x1418d6892  add [rax], al
  0x1418d6894  mov rdx, [rax]
  0x1418d6897  mov rcx, rax
  0x1418d689a  call [rdx+0x08]
  0x1418d689d  mov r15, rax
  0x1418d68a0  call 0x00000001446AE400
  0x1418d68a5  mov rcx, [r15+0x10]
  0x1418d68a9  add rax, 0x30
  0x1418d68ad  movsxd rdx, dword ptr [rax+0x08]
  0x1418d68b1  cmp edx, [rcx+0x38]
  0x1418d68b4  jnle 0x00000001418D69DA
  0x1418d68ba  mov rcx, [rcx+0x30]
  0x1418d68be  cmp [rcx+rdx*8], rax
  0x1418d68c2  jnz 0x00000001418D69DA
  0x1418d68c8  mov rdi, [rbx]
  0x1418d68cb  mov [rsp+0x60], rbp
  0x1418d68d0  xor ebp, ebp
  0x1418d68d2  mov [rsp+0x68], rsi
  0x1418d68d7  mov edx, ebp
  0x1418d68d9  movsxd rsi, dword ptr [rbx+0x08]
  0x1418d68dd  mov ecx, ebp
  0x1418d68df  shl rsi, 0x04
  0x1418d68e3  add rsi, rdi
  0x1418d68e6  mov [rsp+0x20], rbp
  0x1418d68eb  mov [rsp+0x28], edx
  0x1418d68ef  mov [rsp+0x2C], ecx
  0x1418d68f3  cmp rdi, rsi
  0x1418d68f6  jz 0x00000001418D6973
  0x1418d68f8  mov [rsp+0x70], r12
  0x1418d68fd  lea r12d, [rbp+0x20]
  0x1418d6901  lea ebx, [rdx-0x01]
  0x1418d6904  test edx, edx
  0x1418d6906  jnle 0x00000001418D690A
  0x1418d6908  mov ebx, ebp
  0x1418d690a  test edx, edx
  0x1418d690c  mov eax, ebp
  0x1418d690e  setle al
  0x1418d6911  inc eax
  0x1418d6913  add eax, edx
  0x1418d6915  mov [rsp+0x28], eax
  0x1418d6919  cmp eax, ecx
  0x1418d691b  jle 0x00000001418D6927
  0x1418d691d  lea rcx, [rsp+0x20]
  0x1418d6922  call 0x0000000140918E20
  0x1418d6927  mov rax, [rsp+0x20]
  0x1418d692c  movsxd rcx, ebx
  0x1418d692f  mov [rax+rcx*2], r12w
  0x1418d6934  mov rax, [rsp+0x20]
  0x1418d6939  movsxd rcx, ebx
  0x1418d693c  mov [rax+rcx*2+0x02], bp
  0x1418d6941  lea rcx, [rsp+0x20]
  0x1418d6946  mov eax, [rdi+0x08]
  0x1418d6949  test eax, eax
  0x1418d694b  mov rdx, [rdi]
  0x1418d694e  lea r8d, [rax-0x01]
  0x1418d6952  cmovz r8d, ebp
  0x1418d6956  call 0x00000001429A9970
  0x1418d695b  add rdi, 0x10
  0x1418d695f  cmp rdi, rsi
  0x1418d6962  jz 0x00000001418D696E
  0x1418d6964  mov ecx, [rsp+0x2C]
  0x1418d6968  mov edx, [rsp+0x28]
  0x1418d696c  jmp 0x00000001418D6901
  0x1418d696e  mov r12, [rsp+0x70]
  0x1418d6973  mov rax, [r15]
  0x1418d6976  lea r8, [rsp+0x20]
  0x1418d697b  mov rbx, [r14]
  0x1418d697e  lea rdx, [rsp+0x30]
  0x1418d6983  mov r9b, 0x01
  0x1418d6986  mov rcx, r15
  0x1418d6989  call [rax+0xC58]
  0x1418d698f  xor r9d, r9d
  0x1418d6992  mov r8b, 0x01
  0x1418d6995  mov rdx, rax
  0x1418d6998  mov rcx, r14
  0x1418d699b  call [rbx+0x290]
  0x1418d69a1  mov rcx, [rsp+0x30]
  0x1418d69a6  mov rsi, [rsp+0x68]
  0x1418d69ab  mov rbp, [rsp+0x60]
  0x1418d69b0  test rcx, rcx
  0x1418d69b3  jz 0x00000001418D69BA
  0x1418d69b5  call 0x0000000142A0D370
  0x1418d69ba  mov rcx, [rsp+0x20]
  0x1418d69bf  test rcx, rcx
  0x1418d69c2  jz 0x00000001418D69C9
  0x1418d69c4  call 0x0000000142A0D370
  0x1418d69c9  mov al, 0x01
  0x1418d69cb  mov rbx, [rsp+0x78]
  0x1418d69d0  add rsp, 0x40
  0x1418d69d4  pop r15
  0x1418d69d6  pop r14
  0x1418d69d8  pop rdi
  0x1418d69d9  ret
  0x1418d69da  mov rbx, [rsp+0x78]
  0x1418d69df  xor al, al
  0x1418d69e1  add rsp, 0x40
  0x1418d69e5  pop r15
  0x1418d69e7  pop r14
  0x1418d69e9  pop rdi
  0x1418d69ea  ret
  0x1418d69eb  int3
  0x1418d69ec  int3
  0x1418d69ed  int3
  0x1418d69ee  int3
  0x1418d69ef  int3
  0x1418d69f0  mov [rsp+0x08], rbx
  0x1418d69f5  mov [rsp+0x10], rsi
  0x1418d69fa  push rdi
  0x1418d69fb  sub rsp, 0x40
  0x1418d69ff  mov dl, 0x01
  0x1418d6a01  mov rbx, rcx
  0x1418d6a04  call 0x00000001422A38D0
  0x1418d6a09  mov rsi, rax
  0x1418d6a0c  test rax, rax
  0x1418d6a0f  jz 0x00000001418D6B06
  0x1418d6a15  mov rdi, [rbx+0x20]
  0x1418d6a19  test rdi, rdi
  0x1418d6a1c  jz 0x00000001418D6B06
  0x1418d6a22  call 0x0000000142685AE0 <== XREF HERE
  0x1418d6a27  mov rdx, rax
  0x1418d6a2a  mov rcx, rdi
  0x1418d6a2d  call 0x0000000142D02DB0
  0x1418d6a32  test rax, rax
  0x1418d6a35  jz 0x00000001418D6B06
  0x1418d6a3b  mov rdx, [rax]
  0x1418d6a3e  mov rcx, rax
  0x1418d6a41  call [rdx+0x08]
  0x1418d6a44  mov rdi, rax
  0x1418d6a47  call 0x00000001426F0720
  0x1418d6a4c  mov rcx, [rdi+0x10]
  0x1418d6a50  add rax, 0x30
  0x1418d6a54  movsxd rdx, dword ptr [rax+0x08]
  0x1418d6a58  cmp edx, [rcx+0x38]
  0x1418d6a5b  jnle 0x00000001418D6B06
  0x1418d6a61  mov rcx, [rcx+0x30]
  0x1418d6a65  cmp [rcx+rdx*8], rax
  0x1418d6a69  jnz 0x00000001418D6B06
  0x1418d6a6f  mov rcx, rdi
  0x1418d6a72  call 0x0000000141A4D640
  0x1418d6a77  test rax, rax
  0x1418d6a7a  jz 0x00000001418D6B06
  0x1418d6a80  cmp byte ptr [rsi+0xF0], 0x03
  0x1418d6a87  jnz 0x00000001418D6AF4
  0x1418d6a89  lea r8, [rsp+0x60]
  0x1418d6a8e  mov rcx, rsi
  0x1418d6a91  lea rdx, [rsp+0x20]
  0x1418d6a96  call 0x00000001422975D0
  0x1418d6a9b  cmp dword ptr [rsp+0x28], 0x00
  0x1418d6aa0  lea r8, [0x000000014518FE40]
  0x1418d6aa7  lea rdx, [0x0000000145957080]
  0x1418d6aae  cmovnz r8, [rsp+0x20]
  0x1418d6ab4  lea rcx, [rsp+0x30]
  0x1418d6ab9  call 0x00000001429B88B0
  0x1418d6abe  mov rax, [rbx]
  0x1418d6ac1  lea rdx, [rsp+0x30]
  0x1418d6ac6  mov r9b, 0x01
  0x1418d6ac9  mov rcx, rbx
  0x1418d6acc  movzx r8d, r9b
  0x1418d6ad0  call [rax+0x290]
  0x1418d6ad6  mov rcx, [rsp+0x30]
  0x1418d6adb  test rcx, rcx
  0x1418d6ade  jz 0x00000001418D6AE5
  0x1418d6ae0  call 0x0000000142A0D370
  0x1418d6ae5  mov rcx, [rsp+0x20]
  0x1418d6aea  test rcx, rcx
  0x1418d6aed  jz 0x00000001418D6AF4
  0x1418d6aef  call 0x0000000142A0D370
  0x1418d6af4  mov al, 0x01
  0x1418d6af6  mov rbx, [rsp+0x50]
  0x1418d6afb  mov rsi, [rsp+0x58]
  0x1418d6b00  add rsp, 0x40
  0x1418d6b04  pop rdi
  0x1418d6b05  ret
  0x1418d6b06  mov rbx, [rsp+0x50]
  0x1418d6b0b  xor al, al
  0x1418d6b0d  mov rsi, [rsp+0x58]
  0x1418d6b12  add rsp, 0x40
  0x1418d6b16  pop rdi
  0x1418d6b17  ret
  0x1418d6b18  int3
  0x1418d6b19  int3
  0x1418d6b1a  int3
  0x1418d6b1b  int3
  0x1418d6b1c  int3
  0x1418d6b1d  int3
  0x1418d6b1e  int3
  0x1418d6b1f  int3
  0x1418d6b20  mov rax, rsp
  0x1418d6b23  push rbp
  0x1418d6b24  push rsi
  0x1418d6b25  push r15
  0x1418d6b27  lea rbp, [rax-0x5F]
  0x1418d6b2b  sub rsp, 0x90
  0x1418d6b32  cmp dword ptr [rdx+0x08], 0x01
  0x1418d6b36  mov rsi, rdx
  0x1418d6b39  mov r15, rcx
  0x1418d6b3c  jl 0x00000001418D6DB4
  0x1418d6b42  mov [rax+0x08], rbx
  0x1418d6b46  mov [rax+0x20], rdi
  0x1418d6b4a  mov [rax-0x20], r12
  0x1418d6b4e  mov [rax-0x28], r14
  0x1418d6b52  call 0x0000000141AC2EF0
  0x1418d6b57  mov rdx, rax
  0x1418d6b5a  lea r8, [0x00000001459570D0]
  0x1418d6b61  lea rcx, [rbp+0x17]
  0x1418d6b65  call 0x0000000141ADB310
  0x1418d6b6a  mov r8, [rsi]
  0x1418d6b6d  lea rcx, [rbp+0x17]
  0x1418d6b71  mov edx, 0x01
  0x1418d6b76  call 0x0000000141AE07A0
  0x1418d6b7b  xor r12d, r12d
  0x1418d6b7e  lea rcx, [rbp+0x17]
  0x1418d6b82  mov [rbp-0x19], r12
  0x1418d6b86  mov [rbp-0x11], r12
  0x1418d6b8a  call 0x0000000141AFE4D0
  0x1418d6b8f  lea r14, [0x000000014518FE40]
  0x1418d6b96  test al, al
  0x1418d6b98  jz 0x00000001418D6CFD
  0x1418d6b9e  xor r8d, r8d
  0x1418d6ba1  lea rdx, [rbp-0x09]
  0x1418d6ba5  lea rcx, [rbp+0x17]
  0x1418d6ba9  call 0x0000000141AE35F0
  0x1418d6bae  mov rcx, rax
  0x1418d6bb1  lea rdx, [rbp+0x77]
  0x1418d6bb5  call 0x0000000141ADBCE0
  0x1418d6bba  lea r8d, [r12+0x01]
  0x1418d6bbf  lea rdx, [rbp-0x09]
  0x1418d6bc3  lea rcx, [rbp+0x17]
  0x1418d6bc7  call 0x0000000141AE35F0
  0x1418d6bcc  mov rcx, rax
  0x1418d6bcf  lea rdx, [rbp+0x07]
  0x1418d6bd3  call 0x0000000141ADBD90
  0x1418d6bd8  lea r8d, [r12+0x02]
  0x1418d6bdd  lea rdx, [rbp-0x09]
  0x1418d6be1  lea rcx, [rbp+0x17]
  0x1418d6be5  call 0x0000000141AE35F0
  0x1418d6bea  mov rcx, rax
  0x1418d6bed  lea rdx, [rbp+0x6F]
  0x1418d6bf1  call 0x0000000141ADBCE0
  0x1418d6bf6  lea rax, [0x00000001459571A8]
  0x1418d6bfd  lea r9, [0x00000001459571C0]
  0x1418d6c04  mov [rsp+0x20], rax
  0x1418d6c09  lea r8, [0x00000001459571D8]
  0x1418d6c10  lea rdx, [0x00000001459571F0]
  0x1418d6c17  lea rcx, [rbp-0x09]
  0x1418d6c1b  call 0x00000001429B88B0
  0x1418d6c20  mov r8d, [rbp-0x01]
  0x1418d6c24  test r8d, r8d
  0x1418d6c27  jz 0x00000001418D6C2E
  0x1418d6c29  dec r8d
  0x1418d6c2c  jmp 0x00000001418D6C31
  0x1418d6c2e  mov r8d, r12d
  0x1418d6c31  mov rdx, [rbp-0x09]
  0x1418d6c35  lea rcx, [rbp-0x19]
  0x1418d6c39  call 0x00000001429A9970
  0x1418d6c3e  mov rcx, [rbp-0x09]
  0x1418d6c42  test rcx, rcx
  0x1418d6c45  jz 0x00000001418D6C4C
  0x1418d6c47  call 0x0000000142A0D370
  0x1418d6c4c  mov edx, [rbp-0x11]
  0x1418d6c4f  lea ebx, [rdx-0x01]
  0x1418d6c52  test edx, edx
  0x1418d6c54  jnle 0x00000001418D6C59
  0x1418d6c56  mov ebx, r12d
  0x1418d6c59  test edx, edx
  0x1418d6c5b  mov eax, r12d
  0x1418d6c5e  setle al
  0x1418d6c61  inc eax
  0x1418d6c63  add eax, edx
  0x1418d6c65  mov [rbp-0x11], eax
  0x1418d6c68  cmp eax, [rbp-0x0D]
  0x1418d6c6b  jle 0x00000001418D6C76
  0x1418d6c6d  lea rcx, [rbp-0x19]
  0x1418d6c71  call 0x0000000140918E20
  0x1418d6c76  mov rax, [rbp-0x19]

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418d6ded (file offset 0x18d63ed) ===
  <decode failed at file offset 0x18d625d>
  0x1418d6c5e  setle al
  0x1418d6c61  inc eax
  0x1418d6c63  add eax, edx
  0x1418d6c65  mov [rbp-0x11], eax
  0x1418d6c68  cmp eax, [rbp-0x0D]
  0x1418d6c6b  jle 0x00000001418D6C76
  0x1418d6c6d  lea rcx, [rbp-0x19]
  0x1418d6c71  call 0x0000000140918E20
  0x1418d6c76  mov rax, [rbp-0x19]
  0x1418d6c7a  mov edx, 0x0A
  0x1418d6c7f  movsxd rcx, ebx
  0x1418d6c82  mov rbx, r14
  0x1418d6c85  mov [rax+rcx*2], dx
  0x1418d6c89  mov rax, [rbp-0x19]
  0x1418d6c8d  mov [rax+rcx*2+0x02], r12w
  0x1418d6c93  lea rcx, [rbp+0x6F]
  0x1418d6c97  cmp [rbp+0x0F], r12d
  0x1418d6c9b  cmovnz rbx, [rbp+0x07]
  0x1418d6ca0  call 0x0000000141ADBEF0
  0x1418d6ca5  mov r8, [rbp+0x77]
  0x1418d6ca9  lea rdx, [0x0000000145957218]
  0x1418d6cb0  mov r9, rbx
  0x1418d6cb3  mov [rsp+0x20], rax
  0x1418d6cb8  lea rcx, [rbp-0x09]
  0x1418d6cbc  call 0x00000001429B88B0
  0x1418d6cc1  mov r8d, [rbp-0x01]
  0x1418d6cc5  test r8d, r8d
  0x1418d6cc8  jz 0x00000001418D6CCF
  0x1418d6cca  dec r8d
  0x1418d6ccd  jmp 0x00000001418D6CD2
  0x1418d6ccf  mov r8d, r12d
  0x1418d6cd2  mov rdx, [rbp-0x09]
  0x1418d6cd6  lea rcx, [rbp-0x19]
  0x1418d6cda  call 0x00000001429A9970
  0x1418d6cdf  mov rcx, [rbp-0x09]
  0x1418d6ce3  test rcx, rcx
  0x1418d6ce6  jz 0x00000001418D6CED
  0x1418d6ce8  call 0x0000000142A0D370
  0x1418d6ced  mov rcx, [rbp+0x07]
  0x1418d6cf1  test rcx, rcx
  0x1418d6cf4  jz 0x00000001418D6D13
  0x1418d6cf6  call 0x0000000142A0D370
  0x1418d6cfb  jmp 0x00000001418D6D13
  0x1418d6cfd  mov r8d, 0x1D
  0x1418d6d03  lea rdx, [0x0000000145957248]
  0x1418d6d0a  lea rcx, [rbp-0x19]
  0x1418d6d0e  call 0x00000001429A98D0
  0x1418d6d13  xor dil, dil
  0x1418d6d16  cmp dword ptr [rsi+0x08], 0x01
  0x1418d6d1a  jle 0x00000001418D6D66
  0x1418d6d1c  mov rbx, [rsi]
  0x1418d6d1f  cmp [rbx+0x18], r12d
  0x1418d6d23  jz 0x00000001418D6D2B
  0x1418d6d25  mov rcx, [rbx+0x10]
  0x1418d6d29  jmp 0x00000001418D6D2E
  0x1418d6d2b  mov rcx, r14
  0x1418d6d2e  lea rdx, [0x0000000145193ED8]
  0x1418d6d35  call 0x00000001429DABF0
  0x1418d6d3a  test eax, eax
  0x1418d6d3c  jnz 0x00000001418D6D43
  0x1418d6d3e  mov dil, 0x01
  0x1418d6d41  jmp 0x00000001418D6D66
  0x1418d6d43  cmp [rbx+0x18], r12d
  0x1418d6d47  jz 0x00000001418D6D4D
  0x1418d6d49  mov r14, [rbx+0x10]
  0x1418d6d4d  lea rdx, [0x0000000145193EE8]
  0x1418d6d54  mov rcx, r14
  0x1418d6d57  call 0x00000001429DABF0
  0x1418d6d5c  test eax, eax
  0x1418d6d5e  movzx edi, dil
  0x1418d6d62  cmovz edi, r12d
  0x1418d6d66  mov rax, [r15]
  0x1418d6d69  lea rdx, [rbp-0x19]
  0x1418d6d6d  movzx r9d, dil
  0x1418d6d71  mov r8b, 0x01
  0x1418d6d74  mov rcx, r15
  0x1418d6d77  call [rax+0x290]
  0x1418d6d7d  mov rcx, [rbp-0x19]
  0x1418d6d81  mov r14, [rsp+0x80]
  0x1418d6d89  mov r12, [rsp+0x88]
  0x1418d6d91  mov rdi, [rsp+0xC8]
  0x1418d6d99  mov rbx, [rsp+0xB0]
  0x1418d6da1  test rcx, rcx
  0x1418d6da4  jz 0x00000001418D6DAB
  0x1418d6da6  call 0x0000000142A0D370
  0x1418d6dab  lea rcx, [rbp+0x17]
  0x1418d6daf  call 0x0000000141ADBB00
  0x1418d6db4  xor al, al
  0x1418d6db6  add rsp, 0x90
  0x1418d6dbd  pop r15
  0x1418d6dbf  pop rsi
  0x1418d6dc0  pop rbp
  0x1418d6dc1  ret
  0x1418d6dc2  int3
  0x1418d6dc3  int3
  0x1418d6dc4  int3
  0x1418d6dc5  int3
  0x1418d6dc6  int3
  0x1418d6dc7  int3
  0x1418d6dc8  int3
  0x1418d6dc9  int3
  0x1418d6dca  int3
  0x1418d6dcb  int3
  0x1418d6dcc  int3
  0x1418d6dcd  int3
  0x1418d6dce  int3
  0x1418d6dcf  int3
  0x1418d6dd0  mov [rsp+0x08], rbx
  0x1418d6dd5  push rdi
  0x1418d6dd6  sub rsp, 0xA0
  0x1418d6ddd  mov rbx, [rcx+0x20]
  0x1418d6de1  mov rdi, rdx
  0x1418d6de4  test rbx, rbx
  0x1418d6de7  jz 0x00000001418D6FD0
  0x1418d6ded  call 0x0000000142685AE0 <== XREF HERE
  0x1418d6df2  mov rdx, rax
  0x1418d6df5  mov rcx, rbx
  0x1418d6df8  call 0x0000000142D02DB0
  0x1418d6dfd  test rax, rax
  0x1418d6e00  jz 0x00000001418D6FD0
  0x1418d6e06  mov rdx, [rax]
  0x1418d6e09  mov rcx, rax
  0x1418d6e0c  call [rdx+0x20]
  0x1418d6e0f  mov rbx, rax
  0x1418d6e12  test rax, rax
  0x1418d6e15  jz 0x00000001418D6FD0
  0x1418d6e1b  call 0x00000001427E0D80
  0x1418d6e20  mov rcx, [rbx+0x10]
  0x1418d6e24  add rax, 0x30
  0x1418d6e28  movsxd rdx, dword ptr [rax+0x08]
  0x1418d6e2c  cmp edx, [rcx+0x38]
  0x1418d6e2f  jnle 0x00000001418D6FD0
  0x1418d6e35  mov rcx, [rcx+0x30]
  0x1418d6e39  cmp [rcx+rdx*8], rax
  0x1418d6e3d  jnz 0x00000001418D6FD0
  0x1418d6e43  cmp dword ptr [rdi+0x08], 0x00
  0x1418d6e47  movaps [rsp+0x90], xmm6
  0x1418d6e4f  movss xmm6, dword ptr [0x0000000145209604]
  0x1418d6e57  movaps [rsp+0x80], xmm7
  0x1418d6e5f  jle 0x00000001418D6E83
  0x1418d6e61  mov rax, [rdi]
  0x1418d6e64  cmp dword ptr [rax+0x08], 0x00
  0x1418d6e68  jz 0x00000001418D6E6F
  0x1418d6e6a  mov rcx, [rax]
  0x1418d6e6d  jmp 0x00000001418D6E76
  0x1418d6e6f  lea rcx, [0x000000014518FE40]
  0x1418d6e76  call [0x000000014513A4D0]
  0x1418d6e7c  xorps xmm6, xmm6
  0x1418d6e7f  cvtsd2ss xmm6, xmm0
  0x1418d6e83  mov rax, [rbx]
  0x1418d6e86  lea r8, [rsp+0x48]
  0x1418d6e8b  lea rdx, [rsp+0x58]
  0x1418d6e90  mov rcx, rbx
  0x1418d6e93  call [rax+0x610]
  0x1418d6e99  lea rdx, [rsp+0x70]
  0x1418d6e9e  lea rcx, [rsp+0x48]
  0x1418d6ea3  call 0x0000000142A71D50
  0x1418d6ea8  movss xmm1, dword ptr [rax+0x08]
